#Raman spectra
#Laser energy   0.30 eV
#Raman shift (cm-1), Raman Spectra (XX,YY,ZZ,s+s+,s-s-,XY,YX,s+s-,s-s+)
     0.0300  0.12984006E+005  0.46535528E+005  0.23194551E+005  0.21986616E+005  0.22064381E+005  0.39564676E+004  0.46320517E+004  0.12002797E+005  0.12054260E+005
     0.3953  0.13067184E+005  0.47501176E+005  0.23338776E+005  0.22317814E+005  0.22399631E+005  0.40015796E+004  0.46860019E+004  0.12242908E+005  0.12295588E+005
     0.7606  0.13151408E+005  0.48509455E+005  0.23485103E+005  0.22661837E+005  0.22748074E+005  0.40481200E+004  0.47416876E+004  0.12493418E+005  0.12547341E+005
     1.1260  0.13236716E+005  0.49563268E+005  0.23633621E+005  0.23019536E+005  0.23110609E+005  0.40961754E+004  0.47992145E+004  0.12755021E+005  0.12810209E+005
     1.4913  0.13323149E+005  0.50665805E+005  0.23784424E+005  0.23391841E+005  0.23488227E+005  0.41458399E+004  0.48586976E+004  0.13028474E+005  0.13084950E+005
     1.8566  0.13410755E+005  0.51820575E+005  0.23937617E+005  0.23779781E+005  0.23882026E+005  0.41972157E+004  0.49202618E+004  0.13314610E+005  0.13372390E+005
     2.2219  0.13499586E+005  0.53031461E+005  0.24093316E+005  0.24184492E+005  0.24293227E+005  0.42504145E+004  0.49840436E+004  0.13614346E+005  0.13673440E+005
     2.5872  0.13589703E+005  0.54302774E+005  0.24251650E+005  0.24607237E+005  0.24723195E+005  0.43055582E+004  0.50501918E+004  0.13928691E+005  0.13989104E+005
     2.9525  0.13681177E+005  0.55639327E+005  0.24412760E+005  0.25049427E+005  0.25173464E+005  0.43627802E+004  0.51188693E+004  0.14258768E+005  0.14320494E+005
     3.3179  0.13774089E+005  0.57046522E+005  0.24576809E+005  0.25512648E+005  0.25645771E+005  0.44222268E+004  0.51902547E+004  0.14605827E+005  0.14668847E+005
     3.6832  0.13868536E+005  0.58530463E+005  0.24743977E+005  0.25998692E+005  0.26142097E+005  0.44840592E+004  0.52645445E+004  0.14971267E+005  0.15035547E+005
     4.0485  0.13964633E+005  0.60098097E+005  0.24914474E+005  0.26509604E+005  0.26664718E+005  0.45484549E+004  0.53419550E+004  0.15356669E+005  0.15422150E+005
     4.4138  0.14062521E+005  0.61757402E+005  0.25088539E+005  0.27047733E+005  0.27216278E+005  0.46156101E+004  0.54227253E+004  0.15763824E+005  0.15830423E+005
     4.7791  0.14162370E+005  0.63517624E+005  0.25266455E+005  0.27615810E+005  0.27799880E+005  0.46857428E+004  0.55071203E+004  0.16194787E+005  0.16262380E+005
     5.1445  0.14264394E+005  0.65389604E+005  0.25448554E+005  0.28217039E+005  0.28419209E+005  0.47590954E+004  0.55954344E+004  0.16651933E+005  0.16720346E+005
     5.5098  0.14368862E+005  0.67386210E+005  0.25635237E+005  0.28855236E+005  0.29078702E+005  0.48359392E+004  0.56879960E+004  0.17138037E+005  0.17207032E+005
     5.8751  0.14476121E+005  0.69522936E+005  0.25826991E+005  0.29535004E+005  0.29783779E+005  0.49165785E+004  0.57851731E+004  0.17656389E+005  0.17725637E+005
     6.2404  0.14586618E+005  0.71818730E+005  0.26024421E+005  0.30261984E+005  0.30541171E+005  0.50013575E+004  0.58873797E+004  0.18210939E+005  0.18279991E+005
     6.6057  0.14700949E+005  0.74297149E+005  0.26228292E+005  0.31043213E+005  0.31359375E+005  0.50906668E+004  0.59950842E+004  0.18806510E+005  0.18874752E+005
     6.9710  0.14819907E+005  0.76987987E+005  0.26439583E+005  0.31887608E+005  0.32249298E+005  0.51849538E+004  0.61088200E+004  0.19449086E+005  0.19515676E+005
     7.3364  0.14944569E+005  0.79929533E+005  0.26659574E+005  0.32806661E+005  0.33225154E+005  0.52847345E+004  0.62291982E+004  0.20146218E+005  0.20210001E+005
     7.7017  0.15076399E+005  0.83171607E+005  0.26889951E+005  0.33815357E+005  0.34305678E+005  0.53906095E+004  0.63569247E+004  0.20907561E+005  0.20966945E+005
     8.0670  0.15217386E+005  0.86779292E+005  0.27132944E+005  0.34933309E+005  0.35515609E+005  0.55032824E+004  0.64928194E+004  0.21745534E+005  0.21798328E+005
     8.4323  0.15370162E+005  0.90836403E+005  0.27391449E+005  0.36185817E+005  0.36887069E+005  0.56235799E+004  0.66378378E+004  0.22675942E+005  0.22719154E+005
     8.7976  0.15537985E+005  0.95445089E+005  0.27669013E+005  0.37603738E+005  0.38459383E+005  0.57524606E+004  0.67930831E+004  0.23717927E+005  0.23747569E+005
     9.1629  0.15724178E+005  0.10071107E+006  0.27969288E+005  0.39218983E+005  0.40273090E+005  0.58909839E+004  0.69597825E+004  0.24891439E+005  0.24902506E+005
     9.5283  0.15930136E+005  0.10669013E+006  0.28294063E+005  0.41048202E+005  0.42348314E+005  0.60401632E+004  0.71391602E+004  0.26207994E+005  0.26195079E+005
     9.8936  0.16150519E+005  0.11325923E+006  0.28638533E+005  0.43053498E+005  0.44632723E+005  0.62005964E+004  0.73321098E+004  0.27648404E+005  0.27607829E+005
    10.2589  0.16366209E+005  0.11992709E+006  0.28984336E+005  0.45084676E+005  0.46925041E+005  0.63719158E+004  0.75387051E+004  0.29130014E+005  0.29064186E+005
    10.6242  0.16543923E+005  0.12582439E+006  0.29299193E+005  0.46876256E+005  0.48871041E+005  0.65527867E+004  0.77582083E+004  0.30505057E+005  0.30426954E+005
    10.9895  0.16656642E+005  0.13025397E+006  0.29557090E+005  0.48215158E+005  0.50185501E+005  0.67425992E+004  0.79906141E+004  0.31655986E+005  0.31587176E+005
    11.3549  0.16710402E+005  0.13341256E+006  0.29764753E+005  0.49160700E+005  0.50943389E+005  0.69436862E+004  0.82386712E+004  0.32620522E+005  0.32580713E+005
    11.7202  0.16737922E+005  0.13621995E+006  0.29955371E+005  0.49992489E+005  0.51510805E+005  0.71608583E+004  0.85074804E+004  0.33562158E+005  0.33560758E+005
    12.0855  0.16769420E+005  0.13953443E+006  0.30159790E+005  0.50971290E+005  0.52228307E+005  0.73991000E+004  0.88024339E+004  0.34634435E+005  0.34671347E+005
    12.4508  0.16819366E+005  0.14379728E+006  0.30393452E+005  0.52230631E+005  0.53267299E+005  0.76625760E+004  0.91283453E+004  0.35919519E+005  0.35990119E+005
    12.8161  0.16890630E+005  0.14914569E+006  0.30660520E+005  0.53811192E+005  0.54675428E+005  0.79550708E+004  0.94898849E+004  0.37447929E+005  0.37546729E+005
    13.1814  0.16981250E+005  0.15559649E+006  0.30960597E+005  0.55716793E+005  0.56450547E+005  0.82806683E+004  0.98922421E+004  0.39230572E+005  0.39352739E+005
    13.5468  0.17088237E+005  0.16315044E+006  0.31292524E+005  0.57946143E+005  0.58582550E+005  0.86442280E+004  0.10341617E+005  0.41277077E+005  0.41418752E+005
    13.9121  0.17208996E+005  0.17183275E+006  0.31655837E+005  0.60505151E+005  0.61069424E+005  0.90517148E+004  0.10845600E+005  0.43603169E+005  0.43761318E+005
    14.2774  0.17341656E+005  0.18170501E+006  0.32051154E+005  0.63410503E+005  0.63921690E+005  0.95105061E+004  0.11413548E+005  0.46233181E+005  0.46405343E+005
    14.6427  0.17485040E+005  0.19286791E+006  0.32480228E+005  0.66690440E+005  0.67163049E+005  0.10029756E+005  0.12057055E+005  0.49201122E+005  0.49385148E+005
    15.0080  0.17638550E+005  0.20546281E+006  0.32945934E+005  0.70385142E+005  0.70830418E+005  0.10620874E+005  0.12790562E+005  0.52551714E+005  0.52745521E+005
    15.3734  0.17802064E+005  0.21967480E+006  0.33452291E+005  0.74547571E+005  0.74974433E+005  0.11298165E+005  0.13632183E+005  0.56341937E+005  0.56543271E+005
    15.7387  0.17975871E+005  0.23573835E+006  0.34004565E+005  0.79245055E+005  0.79660782E+005  0.12079706E+005  0.14604823E+005  0.60643368E+005  0.60849541E+005
    16.1040  0.18160642E+005  0.25394604E+006  0.34609447E+005  0.84561798E+005  0.84972527E+005  0.12988545E+005  0.15737717E+005  0.65545521E+005  0.65753101E+005
    16.4693  0.18357427E+005  0.27466115E+006  0.35275324E+005  0.90602488E+005  0.91013577E+005  0.14054363E+005  0.17068560E+005  0.71160515E+005  0.71364923E+005
    16.8346  0.18567697E+005  0.29833485E+006  0.36012675E+005  0.97497280E+005  0.97913595E+005  0.15315788E+005  0.18646478E+005  0.77629485E+005  0.77824455E+005
    17.1999  0.18793408E+005  0.32552967E+006  0.36834609E+005  0.10540858E+006  0.10583472E+006  0.16823667E+005  0.20536224E+005  0.85131426E+005  0.85308242E+005
    17.5653  0.19037113E+005  0.35695122E+006  0.37757602E+005  0.11454026E+006  0.11498073E+006  0.18645695E+005  0.22824130E+005  0.93895376E+005  0.94041793E+005
    17.9306  0.19302121E+005  0.39349136E+006  0.38802504E+005  0.12515015E+006  0.12560956E+006  0.20873005E+005  0.25626583E+005  0.10421734E+006  0.10431602E+006
    18.2959  0.19592722E+005  0.43628720E+006  0.39995920E+005  0.13756720E+006  0.13805042E+006  0.23629509E+005  0.29102037E+005  0.11648377E+006  0.11651007E+006
    18.6612  0.19914506E+005  0.48680269E+006  0.41372116E+005  0.15221520E+006  0.15272752E+006  0.27084867E+005  0.33467704E+005  0.13120415E+006  0.13112290E+006
    19.0265  0.20274805E+005  0.54694201E+006  0.42975681E+005  0.16964571E+006  0.17019304E+006  0.31471589E+005  0.39021523E+005  0.14905505E+006  0.14881613E+006
    19.3919  0.20683313E+005  0.61920892E+006  0.44865247E+005  0.19058448E+006  0.19117336E+006  0.37104649E+005  0.46167246E+005  0.17093680E+006  0.17046948E+006
    19.7572  0.21152910E+005  0.70693134E+006  0.47118746E+005  0.21599681E+006  0.21663418E+006  0.44394814E+005  0.55431050E+005  0.19803607E+006  0.19724306E+006
    20.1225  0.21700729E+005  0.81457839E+006  0.49840778E+005  0.24717980E+006  0.24787170E+006  0.53826428E+005  0.67431241E+005  0.23186485E+006  0.23062043E+006
    20.4878  0.22349361E+005  0.94820423E+006  0.53172876E+005  0.28589151E+006  0.28663894E+006  0.65821821E+005  0.82699033E+005  0.27418955E+006  0.27235445E+006
    20.8531  0.23127913E+005  0.11160578E+007  0.57307431E+005  0.33452793E+006  0.33531604E+006  0.80335638E+005  0.10114512E+006  0.32666988E+006  0.32415261E+006
    21.2184  0.24072670E+005  0.13293964E+007  0.62506088E+005  0.39635783E+006  0.39713336E+006  0.96040218E+005  0.12099028E+006  0.39004954E+006  0.38695880E+006
    21.5838  0.25228682E+005  0.16035325E+007  0.69123618E+005  0.47582088E+006  0.47646112E+006  0.10955946E+006  0.13775975E+006  0.46345726E+006  0.46034117E+006
    21.9491  0.26656663E+005  0.19590224E+007  0.77636359E+005  0.57885359E+006  0.57916106E+006  0.11652735E+006  0.14566981E+006  0.54594204E+006  0.54391958E+006
    22.3144  0.28444083E+005  0.24221235E+007  0.88655453E+005  0.71296893E+006  0.71275280E+006  0.11525764E+006  0.14244473E+006  0.64102390E+006  0.64152436E+006
    22.6797  0.30697032E+005  0.30213707E+007  0.10284820E+006  0.88613647E+006  0.88541258E+006  0.10862326E+006  0.13182093E+006  0.75834281E+006  0.76262011E+006
    23.0450  0.33478794E+005  0.37731888E+007  0.12060002E+006  0.11023905E+007  0.11017102E+007  0.10087312E+006  0.11948239E+006  0.90701121E+006  0.91591121E+006
    23.4104  0.36670056E+005  0.46454293E+007  0.14116128E+006  0.13511685E+007  0.13520115E+007  0.93925553E+005  0.10835611E+006  0.10836358E+007  0.10975653E+007
    23.7757  0.39764558E+005  0.54978318E+007  0.16125919E+006  0.15909081E+007  0.15955657E+007  0.86905930E+005  0.98005396E+005  0.12586748E+007  0.12773591E+007
    24.1410  0.41813322E+005  0.60593551E+007  0.17457275E+006  0.17446223E+007  0.17546650E+007  0.78245171E+005  0.86934244E+005  0.13725222E+007  0.13945384E+007
    24.5063  0.41931861E+005  0.60692278E+007  0.17502431E+006  0.17410477E+007  0.17554421E+007  0.67929401E+005  0.74978455E+005  0.13673813E+007  0.13901963E+007
    24.8716  0.40130406E+005  0.55220141E+007  0.16249108E+006  0.15815293E+007  0.15972602E+007  0.57410955E+005  0.63347486E+005  0.12415280E+007  0.12625854E+007
    25.2369  0.37308037E+005  0.46735850E+007  0.14294068E+006  0.13391437E+007  0.13536002E+007  0.48040021E+005  0.53184761E+005  0.10507553E+007  0.10686187E+007
    25.6023  0.34412322E+005  0.37981693E+007  0.12276666E+006  0.10906583E+007  0.11027182E+007  0.40346536E+005  0.44892785E+005  0.85499952E+006  0.86944498E+006
    25.9676  0.31939249E+005  0.30406359E+007  0.10534596E+006  0.87620281E+006  0.88581809E+006  0.34272761E+005  0.38345355E+005  0.68585755E+006  0.69731479E+006
    26.3329  0.30005423E+005  0.24358759E+007  0.91491509E+005  0.70519079E+006  0.71274157E+006  0.29540800E+005  0.33227541E+005  0.55082338E+006  0.55989395E+006
    26.6982  0.28555591E+005  0.19686500E+007  0.80847648E+005  0.57313314E+006  0.57906660E+006  0.25852550E+005  0.29219269E+005  0.44642151E+006  0.45365613E+006
    27.0635  0.27490534E+005  0.16107132E+007  0.72755637E+005  0.47198733E+006  0.47668806E+006  0.22957991E+005  0.26055945E+005  0.36635209E+006  0.37219015E+006
    27.4288  0.26717428E+005  0.13354994E+007  0.66595968E+005  0.39423043E+006  0.39799617E+006  0.20665131E+005  0.23535022E+005  0.30470823E+006  0.30948216E+006
    27.7942  0.26162690E+005  0.11219058E+007  0.61876561E+005  0.33389749E+006  0.33694963E+006  0.18831440E+005  0.21505860E+005  0.25680088E+006  0.26075775E+006
    28.1595  0.25771486E+005  0.95418363E+006  0.58230208E+005  0.28653997E+006  0.28904099E+006  0.17352212E+005  0.19857273E+005  0.21913016E+006  0.22245348E+006
    28.5248  0.25503870E+005  0.82084215E+006  0.55388995E+005  0.24891272E+006  0.25098170E+006  0.16150565E+005  0.18507018E+005  0.18914098E+006  0.19196819E+006
    28.8901  0.25330899E+005  0.71353463E+006  0.53158329E+005  0.21865870E+006  0.22038321E+006  0.15169878E+005  0.17393893E+005  0.16497597E+006  0.16741141E+006
    29.2554  0.25231560E+005  0.62617248E+006  0.51396279E+005  0.19405872E+006  0.19550337E+006  0.14368405E+005  0.16472041E+005  0.14527905E+006  0.14740335E+006
