#Raman spectra
#Laser energy   1.20 eV
#Raman shift (cm-1), Raman Spectra (XX,YY,ZZ,s+s+,s-s-,XY,YX,s+s-,s-s+)
     0.0300  0.11650137E+005  0.83244480E+004  0.24333515E+003  0.82348968E+004  0.82331674E+004  0.98793338E+003  0.94328610E+003  0.27231123E+004  0.27146279E+004
     0.3953  0.11822716E+005  0.83995112E+004  0.24473610E+003  0.83311507E+004  0.83293620E+004  0.10015964E+004  0.95629904E+003  0.27642452E+004  0.27553642E+004
     0.7606  0.12001593E+005  0.84764651E+004  0.24615103E+003  0.84303469E+004  0.84284940E+004  0.10157217E+004  0.96975506E+003  0.28070002E+004  0.27976939E+004
     1.1260  0.12187175E+005  0.85554234E+004  0.24758026E+003  0.85326573E+004  0.85307346E+004  0.10303369E+004  0.98368099E+003  0.28514938E+004  0.28417301E+004
     1.4913  0.12379904E+005  0.86365120E+004  0.24902411E+003  0.86382692E+004  0.86362702E+004  0.10454723E+004  0.99810592E+003  0.28978557E+004  0.28875990E+004
     1.8566  0.12580270E+005  0.87198708E+004  0.25048296E+003  0.87473869E+004  0.87453044E+004  0.10611607E+004  0.10130615E+004  0.29462307E+004  0.29354411E+004
     2.2219  0.12788813E+005  0.88056566E+004  0.25195718E+003  0.88602343E+004  0.88580598E+004  0.10774377E+004  0.10285822E+004  0.29967816E+004  0.29854140E+004
     2.5872  0.13006133E+005  0.88940460E+004  0.25344723E+003  0.89770575E+004  0.89747812E+004  0.10943424E+004  0.10447055E+004  0.30496922E+004  0.30376957E+004
     2.9525  0.13232897E+005  0.89852393E+004  0.25495360E+003  0.90981280E+004  0.90957384E+004  0.11119172E+004  0.10614725E+004  0.31051715E+004  0.30924881E+004
     3.3179  0.13469857E+005  0.90794653E+004  0.25647685E+003  0.92237468E+004  0.92212305E+004  0.11302087E+004  0.10789280E+004  0.31634592E+004  0.31500222E+004
     3.6832  0.13717859E+005  0.91769882E+004  0.25801763E+003  0.93542497E+004  0.93515905E+004  0.11492678E+004  0.10971214E+004  0.32248319E+004  0.32105647E+004
     4.0485  0.13977870E+005  0.92781152E+004  0.25957667E+003  0.94900127E+004  0.94871916E+004  0.11691506E+004  0.11161067E+004  0.32896126E+004  0.32744255E+004
     4.4138  0.14250995E+005  0.93832085E+004  0.26115488E+003  0.96314607E+004  0.96284546E+004  0.11899187E+004  0.11359436E+004  0.33581814E+004  0.33419693E+004
