G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
X                             101         0.1764575536      0.5000000000      0.0000000000      0.0000000000
R                             580         1.0215700111      0.5000000000      0.5000000000      0.0000000000
Y                             680         1.1980275647      0.0000000000      0.5000000000      0.0000000000
G                            1159         2.0431400222      0.0000000000      0.0000000000      0.0000000000
