 Eigenvectors and eigenvalues of the dynamical matrix
 ----------------------------------------------------
 
 
   1 f  =    7.478758 THz    46.990420 2PiTHz  249.464502 cm-1    30.929642 meV
             X         Y         Z           dx          dy          dz
      6.616854  2.788024 12.594077    -0.000000   -0.000812    0.000000  
      2.299255  0.929341 12.441442    -0.000000    0.001253    0.000000  
     11.201891  2.788024 12.594295     0.000000   -0.000911    0.000000  
     12.978330  0.929341 11.777452    -0.000000   -0.001980   -0.000000  
      4.075984  2.788024 13.259029     0.000000   -0.002532   -0.000000  
      4.839461  0.929341 11.777088     0.000000   -0.002791   -0.000000  
     13.741567  2.788024 13.259193    -0.000000   -0.001684   -0.000000  
      8.907040  0.929341 12.370505     0.000000    0.090627   -0.000000  
      0.005627  2.788024 12.664576     0.000000   -0.067439   -0.000000  
     14.311903  2.788024 10.580802    -0.000000    0.000526    0.000000  
      5.409563  0.929341 14.455386     0.000000    0.000867    0.000000  
     10.693180  0.929341 10.562509    -0.000000   -0.001335   -0.000000  
      1.790519  2.788024 14.473367     0.000000    0.000734   -0.000000  
      3.506921  2.788024 10.580402     0.000000    0.000668    0.000000  
     12.408767  0.929341 14.455686    -0.000000    0.000763    0.000000  
      7.123465  0.929341 10.561065    -0.000000   -0.001390   -0.000000  
     16.025723  2.788024 14.474552    -0.000000    0.000814   -0.000000  
      0.007149  0.929341 10.898066     0.000000    0.026166    0.000000  
      8.908990  2.788024 14.136629     0.000000   -0.035497    0.000000  
 
  20 f  =    5.094760 THz    32.011319 2PiTHz  169.942891 cm-1    21.070224 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.003812    0.000000   -0.019659  
      6.616854  2.788024 12.594077     0.011377    0.000000   -0.020137  
      2.299255  0.929341 12.441442     0.007887    0.000000   -0.019550  
     11.201891  2.788024 12.594295    -0.014804   -0.000000   -0.021754  
     12.978330  0.929341 11.777452     0.012182   -0.000000    0.040750  
      4.075984  2.788024 13.259029    -0.005771   -0.000000    0.040145  
      4.839461  0.929341 11.777088    -0.011669   -0.000000    0.037913  
     13.741567  2.788024 13.259193     0.006290   -0.000000    0.040380  
      8.907040  0.929341 12.370505    -0.002538    0.000000    0.017770  
      0.005627  2.788024 12.664576     0.001775   -0.000000    0.019297  
     14.311903  2.788024 10.580802     0.005225    0.000000   -0.009926  
      5.409563  0.929341 14.455386    -0.005762    0.000000   -0.006781  
     10.693180  0.929341 10.562509     0.000115   -0.000000    0.018028  
      1.790519  2.788024 14.473367    -0.002812    0.000000    0.012665  
      3.506921  2.788024 10.580402    -0.007399    0.000000   -0.006754  
     12.408767  0.929341 14.455686     0.008503    0.000000   -0.004542  
      7.123465  0.929341 10.561065     0.001053   -0.000000    0.017997  
     16.025723  2.788024 14.474552     0.001840   -0.000000    0.013297  
      0.007149  0.929341 10.898066    -0.003395    0.000000    0.000987  
      8.908990  2.788024 14.136629     0.001913   -0.000000   -0.009119  
 
  21 f  =    5.072930 THz    31.874159 2PiTHz  169.214727 cm-1    20.979943 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821     0.000000   -0.000561   -0.000000  
      6.616854  2.788024 12.594077     0.000000   -0.000786   -0.000000  
      2.299255  0.929341 12.441442    -0.000000   -0.000502   -0.000000  
     11.201891  2.788024 12.594295    -0.000000   -0.000951   -0.000000  
     12.978330  0.929341 11.777452     0.000000    0.013204    0.000000  
      4.075984  2.788024 13.259029    -0.000000    0.012707    0.000000  
      4.839461  0.929341 11.777088    -0.000000    0.012494    0.000000  
     13.741567  2.788024 13.259193    -0.000000    0.013045    0.000000  
      8.907040  0.929341 12.370505     0.000000   -0.064285    0.000000  
      0.005627  2.788024 12.664576     0.000000   -0.088372    0.000000  
     14.311903  2.788024 10.580802     0.000000   -0.004064   -0.000000  
      5.409563  0.929341 14.455386    -0.000000   -0.003843   -0.000000  
     10.693180  0.929341 10.562509    -0.000000    0.001600    0.000000  
      1.790519  2.788024 14.473367    -0.000000    0.001854    0.000000  
      3.506921  2.788024 10.580402    -0.000000   -0.004007   -0.000000  
     12.408767  0.929341 14.455686     0.000000   -0.004132    0.000000  
      7.123465  0.929341 10.561065    -0.000000    0.001525    0.000000  
     16.025723  2.788024 14.474552     0.000000    0.001901    0.000000  
      0.007149  0.929341 10.898066     0.000000    0.035689    0.000000  
      8.908990  2.788024 14.136629     0.000000    0.026202   -0.000000  
 
  22 f  =    5.023248 THz    31.561995 2PiTHz  167.557503 cm-1    20.774473 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.023538    0.000000   -0.010841  
      6.616854  2.788024 12.594077    -0.023252    0.000000    0.003469  
      2.299255  0.929341 12.441442     0.025551    0.000000   -0.007831  
     11.201891  2.788024 12.594295     0.023349    0.000000   -0.000405  
     12.978330  0.929341 11.777452    -0.016209   -0.000000    0.011969  
      4.075984  2.788024 13.259029    -0.021798    0.000000   -0.001070  
      4.839461  0.929341 11.777088     0.019174    0.000000    0.006834  
     13.741567  2.788024 13.259193     0.023411   -0.000000    0.004338  
      8.907040  0.929341 12.370505    -0.001903   -0.000000    0.004791  
      0.005627  2.788024 12.664576    -0.000779   -0.000000    0.007935  
     14.311903  2.788024 10.580802     0.003500    0.000000    0.008082  
      5.409563  0.929341 14.455386     0.003316   -0.000000   -0.010202  
     10.693180  0.929341 10.562509     0.008871    0.000000   -0.013825  
      1.790519  2.788024 14.473367     0.006686    0.000000    0.017196  
      3.506921  2.788024 10.580402    -0.003330   -0.000000    0.009570  
     12.408767  0.929341 14.455686    -0.002192   -0.000000   -0.009927  
      7.123465  0.929341 10.561065    -0.008974   -0.000000   -0.014377  
     16.025723  2.788024 14.474552    -0.007078    0.000000    0.017508  
      0.007149  0.929341 10.898066    -0.003821    0.000000   -0.027717  
      8.908990  2.788024 14.136629    -0.003383    0.000000    0.031132  
 
  23 f  =    4.895749 THz    30.760899 2PiTHz  163.304614 cm-1    20.247182 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.013116   -0.000000    0.018117  
      6.616854  2.788024 12.594077    -0.013686   -0.000000   -0.018716  
      2.299255  0.929341 12.441442     0.010606    0.000000    0.018506  
     11.201891  2.788024 12.594295     0.011211   -0.000000   -0.019519  
     12.978330  0.929341 11.777452     0.025289   -0.000000   -0.004677  
      4.075984  2.788024 13.259029     0.023607    0.000000    0.004844  
      4.839461  0.929341 11.777088    -0.026231   -0.000000   -0.006435  
     13.741567  2.788024 13.259193    -0.025595    0.000000    0.007241  
      8.907040  0.929341 12.370505    -0.002837   -0.000000    0.031358  
      0.005627  2.788024 12.664576    -0.002228    0.000000   -0.029579  
     14.311903  2.788024 10.580802    -0.004124    0.000000    0.009514  
      5.409563  0.929341 14.455386    -0.003654   -0.000000   -0.009481  
     10.693180  0.929341 10.562509     0.014190    0.000000    0.020712  
      1.790519  2.788024 14.473367     0.013596   -0.000000   -0.020682  
      3.506921  2.788024 10.580402     0.005920    0.000000    0.009905  
     12.408767  0.929341 14.455686     0.005586   -0.000000   -0.009849  
      7.123465  0.929341 10.561065    -0.012150    0.000000    0.019221  
     16.025723  2.788024 14.474552    -0.011830   -0.000000   -0.019544  
      0.007149  0.929341 10.898066     0.003153   -0.000000   -0.007537  
      8.908990  2.788024 14.136629     0.002831    0.000000    0.008930  
 
  24 f  =    4.736829 THz    29.762374 2PiTHz  158.003603 cm-1    19.589941 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.019469    0.000000    0.014968  
      6.616854  2.788024 12.594077     0.018211    0.000000    0.009527  
      2.299255  0.929341 12.441442     0.017818    0.000000    0.016568  
     11.201891  2.788024 12.594295    -0.014322    0.000000    0.012637  
     12.978330  0.929341 11.777452    -0.006651    0.000000   -0.005409  
      4.075984  2.788024 13.259029     0.010337   -0.000000   -0.000469  
      4.839461  0.929341 11.777088     0.001749   -0.000000   -0.005158  
     13.741567  2.788024 13.259193    -0.005049   -0.000000   -0.004338  
      8.907040  0.929341 12.370505     0.003343    0.000000   -0.016921  
      0.005627  2.788024 12.664576    -0.001503    0.000000   -0.016651  
     14.311903  2.788024 10.580802    -0.000298    0.000000   -0.009669  
      5.409563  0.929341 14.455386    -0.003273   -0.000000   -0.001398  
     10.693180  0.929341 10.562509    -0.005941   -0.000000    0.009942  
      1.790519  2.788024 14.473367     0.005868   -0.000000    0.016535  
      3.506921  2.788024 10.580402     0.000036   -0.000000   -0.012903  
     12.408767  0.929341 14.455686     0.002015   -0.000000   -0.004242  
      7.123465  0.929341 10.561065     0.005035    0.000000    0.011326  
     16.025723  2.788024 14.474552    -0.006108    0.000000    0.017239  
      0.007149  0.929341 10.898066    -0.000074   -0.000000   -0.047949  
      8.908990  2.788024 14.136629    -0.001298   -0.000000   -0.033433  
 
  25 f  =    4.718769 THz    29.648903 2PiTHz  157.401206 cm-1    19.515254 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821     0.017355    0.000000    0.015674  
      6.616854  2.788024 12.594077    -0.018635    0.000000    0.017058  
      2.299255  0.929341 12.441442     0.017249    0.000000   -0.010326  
     11.201891  2.788024 12.594295    -0.019820    0.000000   -0.012577  
     12.978330  0.929341 11.777452     0.030114   -0.000000   -0.010869  
      4.075984  2.788024 13.259029    -0.029621   -0.000000   -0.014762  
      4.839461  0.929341 11.777088     0.031728    0.000000    0.004067  
     13.741567  2.788024 13.259193    -0.032014   -0.000000    0.008586  
      8.907040  0.929341 12.370505    -0.030201    0.000000   -0.002496  
      0.005627  2.788024 12.664576     0.026034   -0.000000   -0.002111  
     14.311903  2.788024 10.580802    -0.007970    0.000000   -0.019822  
      5.409563  0.929341 14.455386     0.007851    0.000000   -0.017860  
     10.693180  0.929341 10.562509     0.003129   -0.000000    0.007122  
      1.790519  2.788024 14.473367    -0.002183    0.000000    0.006951  
      3.506921  2.788024 10.580402    -0.007335   -0.000000    0.017305  
     12.408767  0.929341 14.455686     0.008509    0.000000    0.018248  
      7.123465  0.929341 10.561065     0.003239   -0.000000   -0.006732  
     16.025723  2.788024 14.474552    -0.001697   -0.000000   -0.004916  
      0.007149  0.929341 10.898066    -0.010445    0.000000   -0.003666  
      8.908990  2.788024 14.136629     0.013832   -0.000000   -0.002907  
 
  26 f  =    4.606253 THz    28.941944 2PiTHz  153.648078 cm-1    19.049925 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821     0.020510   -0.000000    0.006588  
      6.616854  2.788024 12.594077     0.016780   -0.000000   -0.005591  
      2.299255  0.929341 12.441442     0.022059    0.000000   -0.006007  
     11.201891  2.788024 12.594295     0.018553    0.000000    0.005243  
     12.978330  0.929341 11.777452     0.002685   -0.000000   -0.025559  
      4.075984  2.788024 13.259029     0.000659   -0.000000    0.024225  
      4.839461  0.929341 11.777088    -0.000477    0.000000    0.024515  
     13.741567  2.788024 13.259193    -0.003552    0.000000   -0.024524  
      8.907040  0.929341 12.370505     0.021681    0.000000    0.001497  
      0.005627  2.788024 12.664576     0.023756   -0.000000   -0.001750  
     14.311903  2.788024 10.580802    -0.002217    0.000000    0.005391  
      5.409563  0.929341 14.455386    -0.000759    0.000000   -0.007434  
     10.693180  0.929341 10.562509    -0.007742   -0.000000   -0.004287  
      1.790519  2.788024 14.473367    -0.007813   -0.000000    0.003762  
      3.506921  2.788024 10.580402    -0.005562    0.000000    0.000978  
     12.408767  0.929341 14.455686    -0.003756   -0.000000    0.001929  
      7.123465  0.929341 10.561065    -0.009078    0.000000    0.009913  
     16.025723  2.788024 14.474552    -0.008874    0.000000   -0.010736  
      0.007149  0.929341 10.898066    -0.040985    0.000000    0.002606  
      8.908990  2.788024 14.136629    -0.038724   -0.000000   -0.001438  
 
  27 f  =    4.482482 THz    28.164263 2PiTHz  149.519492 cm-1    18.538046 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.009470   -0.000000   -0.010276  
      6.616854  2.788024 12.594077    -0.002048    0.000000    0.016113  
      2.299255  0.929341 12.441442     0.005784   -0.000000   -0.009430  
     11.201891  2.788024 12.594295    -0.001653   -0.000000    0.015316  
     12.978330  0.929341 11.777452    -0.014195    0.000000    0.011484  
      4.075984  2.788024 13.259029    -0.010743   -0.000000   -0.013298  
      4.839461  0.929341 11.777088     0.014497    0.000000    0.007214  
     13.741567  2.788024 13.259193     0.010206   -0.000000   -0.009298  
      8.907040  0.929341 12.370505    -0.001838    0.000000   -0.011276  
      0.005627  2.788024 12.664576    -0.000681    0.000000    0.003786  
     14.311903  2.788024 10.580802     0.010146   -0.000000    0.027412  
      5.409563  0.929341 14.455386     0.007852   -0.000000   -0.029047  
     10.693180  0.929341 10.562509     0.002125    0.000000    0.019695  
      1.790519  2.788024 14.473367     0.003308   -0.000000   -0.014536  
      3.506921  2.788024 10.580402    -0.007826    0.000000    0.026919  
     12.408767  0.929341 14.455686    -0.005605    0.000000   -0.029979  
      7.123465  0.929341 10.561065    -0.000738    0.000000    0.018098  
     16.025723  2.788024 14.474552    -0.002732   -0.000000   -0.014365  
      0.007149  0.929341 10.898066     0.002766    0.000000    0.020357  
      8.908990  2.788024 14.136629     0.003801    0.000000   -0.032314  
 
  28 f  =    4.264656 THz    26.795624 2PiTHz  142.253614 cm-1    17.637192 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.001608   -0.000000    0.002668  
      6.616854  2.788024 12.594077     0.000598    0.000000    0.002373  
      2.299255  0.929341 12.441442    -0.001242    0.000000   -0.003166  
     11.201891  2.788024 12.594295     0.000301    0.000000   -0.002267  
     12.978330  0.929341 11.777452    -0.006593    0.000000   -0.005204  
      4.075984  2.788024 13.259029     0.005964   -0.000000   -0.005006  
      4.839461  0.929341 11.777088    -0.007165   -0.000000    0.006406  
     13.741567  2.788024 13.259193     0.007143    0.000000    0.005590  
      8.907040  0.929341 12.370505     0.024469    0.000000   -0.000140  
      0.005627  2.788024 12.664576    -0.023680    0.000000    0.000130  
     14.311903  2.788024 10.580802    -0.004705   -0.000000   -0.027120  
      5.409563  0.929341 14.455386     0.005840   -0.000000   -0.028235  
     10.693180  0.929341 10.562509    -0.014293   -0.000000   -0.020662  
      1.790519  2.788024 14.473367     0.014241   -0.000000   -0.021329  
      3.506921  2.788024 10.580402    -0.002575    0.000000    0.027562  
     12.408767  0.929341 14.455686     0.003212   -0.000000    0.026925  
      7.123465  0.929341 10.561065    -0.013815    0.000000    0.021664  
     16.025723  2.788024 14.474552     0.013881   -0.000000    0.021130  
      0.007149  0.929341 10.898066     0.027129   -0.000000    0.000171  
      8.908990  2.788024 14.136629    -0.026487   -0.000000   -0.000769  
 
  29 f  =    3.926121 THz    24.668548 2PiTHz  130.961312 cm-1    16.237126 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821     0.000000    0.031182    0.000000  
      6.616854  2.788024 12.594077    -0.000000    0.033025    0.000000  
      2.299255  0.929341 12.441442    -0.000000   -0.033615    0.000000  
     11.201891  2.788024 12.594295     0.000000   -0.031726    0.000000  
     12.978330  0.929341 11.777452     0.000000   -0.009497   -0.000000  
      4.075984  2.788024 13.259029     0.000000   -0.010025   -0.000000  
      4.839461  0.929341 11.777088    -0.000000    0.010175   -0.000000  
     13.741567  2.788024 13.259193     0.000000    0.009573   -0.000000  
      8.907040  0.929341 12.370505     0.000000    0.000022   -0.000000  
      0.005627  2.788024 12.664576    -0.000000    0.000005    0.000000  
     14.311903  2.788024 10.580802    -0.000000   -0.004167   -0.000000  
      5.409563  0.929341 14.455386     0.000000   -0.004495   -0.000000  
     10.693180  0.929341 10.562509     0.000000    0.019608   -0.000000  
      1.790519  2.788024 14.473367     0.000000    0.020862   -0.000000  
      3.506921  2.788024 10.580402    -0.000000    0.005061   -0.000000  
     12.408767  0.929341 14.455686    -0.000000    0.004749   -0.000000  
      7.123465  0.929341 10.561065    -0.000000   -0.020606    0.000000  
     16.025723  2.788024 14.474552     0.000000   -0.019345    0.000000  
      0.007149  0.929341 10.898066    -0.000000    0.000060   -0.000000  
      8.908990  2.788024 14.136629    -0.000000   -0.000083    0.000000  
 
  30 f  =    3.915738 THz    24.603309 2PiTHz  130.614968 cm-1    16.194185 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.000000   -0.032484   -0.000000  
      6.616854  2.788024 12.594077     0.000000    0.030560   -0.000000  
      2.299255  0.929341 12.441442     0.000000   -0.031168   -0.000000  
     11.201891  2.788024 12.594295    -0.000000    0.033067   -0.000000  
     12.978330  0.929341 11.777452    -0.000000    0.009962    0.000000  
      4.075984  2.788024 13.259029     0.000000   -0.009348    0.000000  
      4.839461  0.929341 11.777088     0.000000    0.009526    0.000000  
     13.741567  2.788024 13.259193    -0.000000   -0.010081    0.000000  
      8.907040  0.929341 12.370505    -0.000000   -0.000389   -0.000000  
      0.005627  2.788024 12.664576    -0.000000    0.000363   -0.000000  
     14.311903  2.788024 10.580802     0.000000    0.004890    0.000000  
      5.409563  0.929341 14.455386    -0.000000   -0.004662    0.000000  
     10.693180  0.929341 10.562509    -0.000000   -0.021929   -0.000000  
      1.790519  2.788024 14.473367     0.000000    0.020749   -0.000000  
      3.506921  2.788024 10.580402    -0.000000    0.005324    0.000000  
     12.408767  0.929341 14.455686     0.000000   -0.005590    0.000000  
      7.123465  0.929341 10.561065    -0.000000   -0.020485   -0.000000  
     16.025723  2.788024 14.474552    -0.000000    0.021655   -0.000000  
      0.007149  0.929341 10.898066    -0.000000    0.002063    0.000000  
      8.908990  2.788024 14.136629     0.000000   -0.002022    0.000000  
 
  31 f  =    3.751376 THz    23.570592 2PiTHz  125.132441 cm-1    15.514438 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821     0.014789   -0.000000    0.003274  
      6.616854  2.788024 12.594077    -0.011895   -0.000000    0.004419  
      2.299255  0.929341 12.441442    -0.014816   -0.000000    0.003951  
     11.201891  2.788024 12.594295     0.012509    0.000000    0.005164  
     12.978330  0.929341 11.777452     0.022550   -0.000000   -0.003714  
      4.075984  2.788024 13.259029    -0.022687   -0.000000   -0.004672  
      4.839461  0.929341 11.777088    -0.023067    0.000000   -0.003211  
     13.741567  2.788024 13.259193     0.023568    0.000000   -0.004425  
      8.907040  0.929341 12.370505     0.000139    0.000000    0.008737  
      0.005627  2.788024 12.664576    -0.000132   -0.000000    0.008732  
     14.311903  2.788024 10.580802    -0.024111    0.000000   -0.020581  
      5.409563  0.929341 14.455386     0.023705    0.000000   -0.022761  
     10.693180  0.929341 10.562509     0.006399   -0.000000    0.017087  
      1.790519  2.788024 14.473367    -0.005424    0.000000    0.016160  
      3.506921  2.788024 10.580402     0.026456    0.000000   -0.021035  
     12.408767  0.929341 14.455686    -0.026348    0.000000   -0.023475  
      7.123465  0.929341 10.561065    -0.005329    0.000000    0.015738  
     16.025723  2.788024 14.474552     0.004388    0.000000    0.014813  
      0.007149  0.929341 10.898066    -0.000687    0.000000   -0.002061  
      8.908990  2.788024 14.136629    -0.000085    0.000000   -0.001851  
 
  32 f  =    3.658339 THz    22.986021 2PiTHz  122.029048 cm-1    15.129667 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.006459    0.000000   -0.006842  
      6.616854  2.788024 12.594077    -0.007285   -0.000000    0.006562  
      2.299255  0.929341 12.441442    -0.007924   -0.000000    0.007103  
     11.201891  2.788024 12.594295    -0.007864    0.000000   -0.007216  
     12.978330  0.929341 11.777452    -0.020477   -0.000000    0.005860  
      4.075984  2.788024 13.259029    -0.020212   -0.000000   -0.005703  
      4.839461  0.929341 11.777088    -0.020483   -0.000000   -0.005149  
     13.741567  2.788024 13.259193    -0.020321    0.000000    0.004761  
      8.907040  0.929341 12.370505     0.012258    0.000000   -0.000180  
      0.005627  2.788024 12.664576     0.012589   -0.000000    0.000520  
     14.311903  2.788024 10.580802     0.022106   -0.000000    0.024880  
      5.409563  0.929341 14.455386     0.022261    0.000000   -0.023956  
     10.693180  0.929341 10.562509    -0.006653    0.000000   -0.019263  
      1.790519  2.788024 14.473367    -0.005920    0.000000    0.019924  
      3.506921  2.788024 10.580402     0.026269    0.000000   -0.024381  
     12.408767  0.929341 14.455686     0.026417   -0.000000    0.023543  
      7.123465  0.929341 10.561065    -0.005181    0.000000    0.017976  
     16.025723  2.788024 14.474552    -0.006091   -0.000000   -0.017909  
      0.007149  0.929341 10.898066    -0.003433   -0.000000   -0.000799  
      8.908990  2.788024 14.136629    -0.003529    0.000000   -0.000028  
 
  33 f  =    3.596288 THz    22.596145 2PiTHz  119.959260 cm-1    14.873046 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.000000   -0.027645    0.000000  
      6.616854  2.788024 12.594077     0.000000   -0.032600    0.000000  
      2.299255  0.929341 12.441442     0.000000   -0.031649    0.000000  
     11.201891  2.788024 12.594295    -0.000000   -0.026877   -0.000000  
     12.978330  0.929341 11.777452    -0.000000   -0.000040    0.000000  
      4.075984  2.788024 13.259029     0.000000   -0.000108   -0.000000  
      4.839461  0.929341 11.777088     0.000000    0.001157    0.000000  
     13.741567  2.788024 13.259193    -0.000000    0.001034    0.000000  
      8.907040  0.929341 12.370505    -0.000000    0.001348   -0.000000  
      0.005627  2.788024 12.664576     0.000000    0.001302   -0.000000  
     14.311903  2.788024 10.580802     0.000000    0.020143    0.000000  
      5.409563  0.929341 14.455386    -0.000000    0.023414    0.000000  
     10.693180  0.929341 10.562509    -0.000000    0.011298   -0.000000  
      1.790519  2.788024 14.473367     0.000000    0.012977   -0.000000  
      3.506921  2.788024 10.580402    -0.000000    0.026081    0.000000  
     12.408767  0.929341 14.455686     0.000000    0.022303    0.000000  
      7.123465  0.929341 10.561065    -0.000000    0.013947   -0.000000  
     16.025723  2.788024 14.474552     0.000000    0.012038   -0.000000  
      0.007149  0.929341 10.898066     0.000000    0.003977   -0.000000  
      8.908990  2.788024 14.136629     0.000000    0.003965    0.000000  
 
  34 f  =    3.592443 THz    22.571987 2PiTHz  119.831011 cm-1    14.857145 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821     0.000000   -0.033438   -0.000000  
      6.616854  2.788024 12.594077     0.000000    0.028637    0.000000  
      2.299255  0.929341 12.441442    -0.000000    0.027806   -0.000000  
     11.201891  2.788024 12.594295    -0.000000   -0.032449   -0.000000  
     12.978330  0.929341 11.777452    -0.000000   -0.000674    0.000000  
      4.075984  2.788024 13.259029    -0.000000    0.000644   -0.000000  
      4.839461  0.929341 11.777088    -0.000000   -0.000429    0.000000  
     13.741567  2.788024 13.259193    -0.000000    0.000558    0.000000  
      8.907040  0.929341 12.370505     0.000000   -0.000044   -0.000000  
      0.005627  2.788024 12.664576     0.000000    0.000292    0.000000  
     14.311903  2.788024 10.580802    -0.000000    0.022757    0.000000  
      5.409563  0.929341 14.455386    -0.000000   -0.019207   -0.000000  
     10.693180  0.929341 10.562509    -0.000000    0.011729   -0.000000  
      1.790519  2.788024 14.473367     0.000000   -0.009791    0.000000  
      3.506921  2.788024 10.580402     0.000000   -0.021496   -0.000000  
     12.408767  0.929341 14.455686     0.000000    0.025290    0.000000  
      7.123465  0.929341 10.561065    -0.000000   -0.010688    0.000000  
     16.025723  2.788024 14.474552    -0.000000    0.012725   -0.000000  
      0.007149  0.929341 10.898066     0.000000    0.000391   -0.000000  
      8.908990  2.788024 14.136629     0.000000    0.000226    0.000000  
 
  35 f  =    3.466094 THz    21.778114 2PiTHz  115.616467 cm-1    14.334609 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821    -0.017579   -0.000000    0.006898  
      6.616854  2.788024 12.594077     0.015458    0.000000    0.006202  
      2.299255  0.929341 12.441442     0.016780    0.000000    0.006775  
     11.201891  2.788024 12.594295    -0.016298    0.000000    0.006253  
     12.978330  0.929341 11.777452     0.006238    0.000000    0.001520  
      4.075984  2.788024 13.259029    -0.005884   -0.000000    0.003060  
      4.839461  0.929341 11.777088    -0.007146   -0.000000    0.001307  
     13.741567  2.788024 13.259193     0.005714    0.000000    0.003297  
      8.907040  0.929341 12.370505     0.000359   -0.000000   -0.013668  
      0.005627  2.788024 12.664576     0.000846    0.000000   -0.016960  
     14.311903  2.788024 10.580802     0.002970   -0.000000   -0.010472  
      5.409563  0.929341 14.455386     0.000988   -0.000000   -0.008006  
     10.693180  0.929341 10.562509     0.032287   -0.000000   -0.006874  
      1.790519  2.788024 14.473367    -0.034640    0.000000   -0.006251  
      3.506921  2.788024 10.580402    -0.001317    0.000000   -0.011088  
     12.408767  0.929341 14.455686    -0.001198    0.000000   -0.007471  
      7.123465  0.929341 10.561065    -0.032584   -0.000000   -0.006123  
     16.025723  2.788024 14.474552     0.035721    0.000000   -0.006913  
      0.007149  0.929341 10.898066     0.000065    0.000000    0.018018  
      8.908990  2.788024 14.136629    -0.000351   -0.000000    0.017244  
 
  36 f  =    3.419353 THz    21.484426 2PiTHz  114.057327 cm-1    14.141300 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821     0.014681    0.000000   -0.003189  
      6.616854  2.788024 12.594077     0.016977   -0.000000    0.003375  
      2.299255  0.929341 12.441442    -0.012764    0.000000   -0.004154  
     11.201891  2.788024 12.594295    -0.015973    0.000000    0.004483  
     12.978330  0.929341 11.777452     0.002365    0.000000    0.007990  
      4.075984  2.788024 13.259029     0.002971    0.000000   -0.006484  
      4.839461  0.929341 11.777088    -0.000778    0.000000    0.010086  
     13.741567  2.788024 13.259193    -0.000933    0.000000   -0.009401  
      8.907040  0.929341 12.370505    -0.000268    0.000000   -0.017659  
      0.005627  2.788024 12.664576    -0.001501   -0.000000    0.015457  
     14.311903  2.788024 10.580802    -0.023344   -0.000000    0.010440  
      5.409563  0.929341 14.455386    -0.023176   -0.000000   -0.009446  
     10.693180  0.929341 10.562509     0.030516   -0.000000   -0.007252  
      1.790519  2.788024 14.473367     0.025510   -0.000000    0.004554  
      3.506921  2.788024 10.580402     0.020708    0.000000    0.010702  
     12.408767  0.929341 14.455686     0.023032   -0.000000   -0.010423  
      7.123465  0.929341 10.561065    -0.030637    0.000000   -0.007825  
     16.025723  2.788024 14.474552    -0.027361   -0.000000    0.006162  
      0.007149  0.929341 10.898066     0.000013   -0.000000   -0.007520  
      8.908990  2.788024 14.136629    -0.000520    0.000000    0.009326  
 
  37 f  =    3.247794 THz    20.406492 2PiTHz  108.334751 cm-1    13.431791 meV
             X         Y         Z           dx          dy          dz
     15.518985  0.929341 12.441821     0.012500   -0.000000    0.003561  
      6.616854  2.788024 12.594077    -0.015146   -0.000000    0.002166  
      2.299255  0.929341 12.441442     0.012385   -0.000000   -0.002777  
     11.201891  2.788024 12.594295    -0.014129    0.000000   -0.001133  
     12.978330  0.929341 11.777452    -0.007540    0.000000    0.006204  
      4.075984  2.788024 13.259029     0.008260    0.000000    0.007176  
      4.839461  0.929341 11.777088    -0.010310   -0.000000   -0.008848  
     13.741567  2.788024 13.259193     0.010631    0.000000   -0.009271  
      8.907040  0.929341 12.370505     0.013360   -0.000000    0.000198  
      0.005627  2.788024 12.664576    -0.013399    0.000000   -0.000300  
     14.311903  2.788024 10.580802    -0.032597    0.000000    0.015563  
      5.409563  0.929341 14.455386     0.035562    0.000000    0.017393  
     10.693180  0.929341 10.562509     0.007208    0.000000   -0.008905  
      1.790519  2.788024 14.473367    -0.006711    0.000000   -0.010306  
      3.506921  2.788024 10.580402    -0.032587   -0.000000   -0.016514  
     12.408767  0.929341 14.455686     0.032306    0.000000   -0.017144  
      7.123465  0.929341 10.561065     0.007459   -0.000000    0.008801  
     16.025723  2.788024 14.474552    -0.005820    0.000000    0.009554  
      0.007149  0.929341 10.898066     0.010382   -0.000000    0.000605  
      8.908990  2.788024 14.136629    -0.010901    0.000000    0.000430  
 
