      #Energy        TDOS
     -13.08276       0.00000
     -13.07976       0.00000
     -13.07576       0.00000
     -13.07176       0.00000
     -13.06776       0.00000
     -13.06376       0.00000
     -13.05976       0.00000
     -13.05676       0.00000
     -13.05276       0.00000
     -13.04876       0.00000
     -13.04476       0.00000
     -13.04076       0.00000
     -13.03676       0.00000
     -13.03276       0.00000
     -13.02976       0.00000
     -13.02576       0.00000
     -13.02176       0.00000
     -13.01776       0.00000
     -13.01376       0.00000
     -13.00976       0.00000
     -13.00576       0.00000
     -13.00276       0.00000
     -12.99876       0.00000
     -12.99476       0.00000
     -12.99076       0.00000
     -12.98676       0.00000
     -12.98276       0.00000
     -12.97876       0.00000
     -12.97576       0.00000
     -12.97176       0.00000
     -12.96776       0.00000
     -12.96376       0.00000
     -12.95976       0.00000
     -12.95576       0.00001
     -12.95276       0.00001
     -12.94876       0.00002
     -12.94476       0.00004
     -12.94076       0.00008
     -12.93676       0.00014
     -12.93276       0.00023
     -12.92876       0.00038
     -12.92576       0.00062
     -12.92176       0.00098
     -12.91776       0.00152
     -12.91376       0.00229
     -12.90976       0.00337
     -12.90576       0.00485
     -12.90176       0.00684
     -12.89876       0.00945
     -12.89476       0.01280
     -12.89076       0.01699
     -12.88676       0.02214
     -12.88276       0.02833
     -12.87876       0.03560
     -12.87476       0.04399
     -12.87176       0.05344
     -12.86776       0.06389
     -12.86376       0.07521
     -12.85976       0.08724
     -12.85576       0.09978
     -12.85176       0.11263
     -12.84876       0.12558
     -12.84476       0.13846
     -12.84076       0.15114
     -12.83676       0.16357
     -12.83276       0.17574
     -12.82876       0.18775
     -12.82476       0.19974
     -12.82176       0.21193
     -12.81776       0.22454
     -12.81376       0.23779
     -12.80976       0.25186
     -12.80576       0.26688
     -12.80176       0.28287
     -12.79776       0.29974
     -12.79476       0.31731
     -12.79076       0.33530
     -12.78676       0.35336
     -12.78276       0.37111
     -12.77876       0.38818
     -12.77476       0.40424
     -12.77076       0.41907
     -12.76776       0.43255
     -12.76376       0.44468
     -12.75976       0.45561
     -12.75576       0.46558
     -12.75176       0.47493
     -12.74776       0.48405
     -12.74476       0.49333
     -12.74076       0.50317
     -12.73676       0.51388
     -12.73276       0.52573
     -12.72876       0.53889
     -12.72476       0.55343
     -12.72076       0.56937
     -12.71776       0.58660
     -12.71376       0.60497
     -12.70976       0.62427
     -12.70576       0.64423
     -12.70176       0.66455
     -12.69776       0.68491
     -12.69376       0.70499
     -12.69076       0.72446
     -12.68676       0.74305
     -12.68276       0.76054
     -12.67876       0.77681
     -12.67476       0.79184
     -12.67076       0.80571
     -12.66676       0.81863
     -12.66376       0.83088
     -12.65976       0.84281
     -12.65576       0.85479
     -12.65176       0.86717
     -12.64776       0.88022
     -12.64376       0.89415
     -12.64076       0.90902
     -12.63676       0.92479
     -12.63276       0.94131
     -12.62876       0.95837
     -12.62476       0.97570
     -12.62076       0.99305
     -12.61676       1.01017
     -12.61376       1.02691
     -12.60976       1.04315
     -12.60576       1.05886
     -12.60176       1.07407
     -12.59776       1.08884
     -12.59376       1.10326
     -12.58976       1.11746
     -12.58676       1.13152
     -12.58276       1.14554
     -12.57876       1.15960
     -12.57476       1.17376
     -12.57076       1.18806
     -12.56676       1.20252
     -12.56376       1.21715
     -12.55976       1.23196
     -12.55576       1.24691
     -12.55176       1.26197
     -12.54776       1.27707
     -12.54376       1.29212
     -12.53976       1.30704
     -12.53676       1.32171
     -12.53276       1.33603
     -12.52876       1.34988
     -12.52476       1.36316
     -12.52076       1.37578
     -12.51676       1.38766
     -12.51276       1.39874
     -12.50976       1.40899
     -12.50576       1.41841
     -12.50176       1.42706
     -12.49776       1.43503
     -12.49376       1.44246
     -12.48976       1.44955
     -12.48576       1.45653
     -12.48276       1.46364
     -12.47876       1.47114
     -12.47476       1.47926
     -12.47076       1.48821
     -12.46676       1.49816
     -12.46276       1.50924
     -12.45976       1.52152
     -12.45576       1.53504
     -12.45176       1.54979
     -12.44776       1.56572
     -12.44376       1.58277
     -12.43976       1.60083
     -12.43576       1.61973
     -12.43276       1.63928
     -12.42876       1.65924
     -12.42476       1.67934
     -12.42076       1.69926
     -12.41676       1.71872
     -12.41276       1.73743
     -12.40876       1.75519
     -12.40576       1.77187
     -12.40176       1.78744
     -12.39776       1.80198
     -12.39376       1.81568
     -12.38976       1.82882
     -12.38576       1.84172
     -12.38176       1.85474
     -12.37876       1.86823
     -12.37476       1.88247
     -12.37076       1.89765
     -12.36676       1.91388
     -12.36276       1.93115
     -12.35876       1.94933
     -12.35576       1.96821
     -12.35176       1.98753
     -12.34776       2.00697
     -12.34376       2.02623
     -12.33976       2.04502
     -12.33576       2.06313
     -12.33176       2.08041
     -12.32876       2.09680
     -12.32476       2.11233
     -12.32076       2.12710
     -12.31676       2.14127
     -12.31276       2.15504
     -12.30876       2.16862
     -12.30476       2.18223
     -12.30176       2.19603
     -12.29776       2.21017
     -12.29376       2.22474
     -12.28976       2.23979
     -12.28576       2.25531
     -12.28176       2.27125
     -12.27776       2.28754
     -12.27476       2.30409
     -12.27076       2.32079
     -12.26676       2.33756
     -12.26276       2.35430
     -12.25876       2.37098
     -12.25476       2.38756
     -12.25176       2.40406
     -12.24776       2.42054
     -12.24376       2.43709
     -12.23976       2.45384
     -12.23576       2.47095
     -12.23176       2.48857
     -12.22776       2.50688
     -12.22476       2.52601
     -12.22076       2.54608
     -12.21676       2.56715
     -12.21276       2.58922
     -12.20876       2.61222
     -12.20476       2.63598
     -12.20076       2.66026
     -12.19776       2.68478
     -12.19376       2.70916
     -12.18976       2.73301
     -12.18576       2.75595
     -12.18176       2.77764
     -12.17776       2.79780
     -12.17376       2.81626
     -12.17076       2.83298
     -12.16676       2.84804
     -12.16276       2.86165
     -12.15876       2.87413
     -12.15476       2.88586
     -12.15076       2.89727
     -12.14776       2.90877
     -12.14376       2.92077
     -12.13976       2.93357
     -12.13576       2.94742
     -12.13176       2.96245
     -12.12776       2.97869
     -12.12376       2.99606
     -12.12076       3.01442
     -12.11676       3.03355
     -12.11276       3.05320
     -12.10876       3.07312
     -12.10476       3.09310
     -12.10076       3.11297
     -12.09676       3.13266
     -12.09376       3.15219
     -12.08976       3.17165
     -12.08576       3.19123
     -12.08176       3.21117
     -12.07776       3.23169
     -12.07376       3.25302
     -12.06976       3.27531
     -12.06676       3.29864
     -12.06276       3.32298
     -12.05876       3.34820
     -12.05476       3.37412
     -12.05076       3.40047
     -12.04676       3.42700
     -12.04376       3.45346
     -12.03976       3.47968
     -12.03576       3.50554
     -12.03176       3.53108
     -12.02776       3.55643
     -12.02376       3.58182
     -12.01976       3.60760
     -12.01676       3.63415
     -12.01276       3.66189
     -12.00876       3.69121
     -12.00476       3.72242
     -12.00076       3.75575
     -11.99676       3.79131
     -11.99276       3.82906
     -11.98976       3.86882
     -11.98576       3.91036
     -11.98176       3.95339
     -11.97776       3.99756
     -11.97376       4.04261
     -11.96976       4.08831
     -11.96676       4.13451
     -11.96276       4.18113
     -11.95876       4.22818
     -11.95476       4.27565
     -11.95076       4.32355
     -11.94676       4.37185
     -11.94276       4.42045
     -11.93976       4.46919
     -11.93576       4.51780
     -11.93176       4.56597
     -11.92776       4.61334
     -11.92376       4.65958
     -11.91976       4.70439
     -11.91576       4.74753
     -11.91276       4.78886
     -11.90876       4.82836
     -11.90476       4.86617
     -11.90076       4.90259
     -11.89676       4.93803
     -11.89276       4.97307
     -11.88876       5.00835
     -11.88576       5.04460
     -11.88176       5.08254
     -11.87776       5.12285
     -11.87376       5.16607
     -11.86976       5.21256
     -11.86576       5.26245
     -11.86276       5.31568
     -11.85876       5.37190
     -11.85476       5.43056
     -11.85076       5.49097
     -11.84676       5.55231
     -11.84276       5.61372
     -11.83876       5.67440
     -11.83576       5.73362
     -11.83176       5.79076
     -11.82776       5.84538
     -11.82376       5.89720
     -11.81976       5.94613
     -11.81576       5.99222
     -11.81176       6.03561
     -11.80876       6.07657
     -11.80476       6.11542
     -11.80076       6.15248
     -11.79676       6.18809
     -11.79276       6.22258
     -11.78876       6.25624
     -11.78476       6.28939
     -11.78176       6.32232
     -11.77776       6.35536
     -11.77376       6.38885
     -11.76976       6.42318
     -11.76576       6.45873
     -11.76176       6.49594
     -11.75876       6.53523
     -11.75476       6.57700
     -11.75076       6.62158
     -11.74676       6.66925
     -11.74276       6.72015
     -11.73876       6.77430
     -11.73476       6.83161
     -11.73176       6.89187
     -11.72776       6.95475
     -11.72376       7.01984
     -11.71976       7.08670
     -11.71576       7.15490
     -11.71176       7.22405
     -11.70776       7.29388
     -11.70476       7.36418
     -11.70076       7.43485
     -11.69676       7.50590
     -11.69276       7.57728
     -11.68876       7.64904
     -11.68476       7.72112
     -11.68076       7.79338
     -11.67776       7.86562
     -11.67376       7.93756
     -11.66976       8.00892
     -11.66576       8.07938
     -11.66176       8.14871
     -11.65776       8.21675
     -11.65476       8.28350
     -11.65076       8.34913
     -11.64676       8.41395
     -11.64276       8.47841
     -11.63876       8.54308
     -11.63476       8.60863
     -11.63076       8.67573
     -11.62776       8.74500
     -11.62376       8.81704
     -11.61976       8.89230
     -11.61576       8.97105
     -11.61176       9.05336
     -11.60776       9.13908
     -11.60376       9.22782
     -11.60076       9.31900
     -11.59676       9.41187
     -11.59276       9.50552
     -11.58876       9.59905
     -11.58476       9.69157
     -11.58076       9.78226
     -11.57676       9.87048
     -11.57376       9.95581
     -11.56976      10.03806
     -11.56576      10.11725
     -11.56176      10.19365
     -11.55776      10.26775
     -11.55376      10.34022
     -11.55076      10.41182
     -11.54676      10.48342
     -11.54276      10.55591
     -11.53876      10.63009
     -11.53476      10.70668
     -11.53076      10.78626
     -11.52676      10.86920
     -11.52376      10.95571
     -11.51976      11.04580
     -11.51576      11.13930
     -11.51176      11.23589
     -11.50776      11.33519
     -11.50376      11.43666
     -11.49976      11.53975
     -11.49676      11.64386
     -11.49276      11.74837
     -11.48876      11.85269
     -11.48476      11.95622
     -11.48076      12.05841
     -11.47676      12.15874
     -11.47276      12.25680
     -11.46976      12.35223
     -11.46576      12.44478
     -11.46176      12.53439
     -11.45776      12.62111
     -11.45376      12.70521
     -11.44976      12.78713
     -11.44676      12.86746
     -11.44276      12.94693
     -11.43876      13.02643
     -11.43476      13.10683
     -11.43076      13.18899
     -11.42676      13.27363
     -11.42276      13.36129
     -11.41976      13.45227
     -11.41576      13.54657
     -11.41176      13.64394
     -11.40776      13.74381
     -11.40376      13.84546
     -11.39976      13.94805
     -11.39576      14.05069
     -11.39276      14.15259
     -11.38876      14.25309
     -11.38476      14.35175
     -11.38076      14.44833
     -11.37676      14.54283
     -11.37276      14.63542
     -11.36976      14.72646
     -11.36576      14.81641
     -11.36176      14.90583
     -11.35776      14.99524
     -11.35376      15.08522
     -11.34976      15.17625
     -11.34576      15.26871
     -11.34276      15.36280
     -11.33876      15.45853
     -11.33476      15.55563
     -11.33076      15.65356
     -11.32676      15.75151
     -11.32276      15.84843
     -11.31876      15.94314
     -11.31576      16.03439
     -11.31176      16.12099
     -11.30776      16.20197
     -11.30376      16.27667
     -11.29976      16.34481
     -11.29576      16.40649
     -11.29176      16.46226
     -11.28876      16.51297
     -11.28476      16.55973
     -11.28076      16.60381
     -11.27676      16.64649
     -11.27276      16.68895
     -11.26876      16.73220
     -11.26576      16.77704
     -11.26176      16.82399
     -11.25776      16.87336
     -11.25376      16.92532
     -11.24976      16.97994
     -11.24576      17.03729
     -11.24176      17.09749
     -11.23876      17.16077
     -11.23476      17.22746
     -11.23076      17.29793
     -11.22676      17.37250
     -11.22276      17.45134
     -11.21876      17.53440
     -11.21476      17.62129
     -11.21176      17.71126
     -11.20776      17.80326
     -11.20376      17.89597
     -11.19976      17.98791
     -11.19576      18.07757
     -11.19176      18.16358
     -11.18776      18.24479
     -11.18476      18.32040
     -11.18076      18.38990
     -11.17676      18.45316
     -11.17276      18.51038
     -11.16876      18.56195
     -11.16476      18.60846
     -11.16176      18.65061
     -11.15776      18.68915
     -11.15376      18.72476
     -11.14976      18.75811
     -11.14576      18.78978
     -11.14176      18.82024
     -11.13776      18.84989
     -11.13476      18.87900
     -11.13076      18.90780
     -11.12676      18.93643
     -11.12276      18.96504
     -11.11876      18.99377
     -11.11476      19.02279
     -11.11076      19.05233
     -11.10776      19.08266
     -11.10376      19.11407
     -11.09976      19.14686
     -11.09576      19.18129
     -11.09176      19.21758
     -11.08776      19.25583
     -11.08376      19.29608
     -11.08076      19.33827
     -11.07676      19.38226
     -11.07276      19.42780
     -11.06876      19.47460
     -11.06476      19.52227
     -11.06076      19.57035
     -11.05776      19.61832
     -11.05376      19.66553
     -11.04976      19.71126
     -11.04576      19.75483
     -11.04176      19.79550
     -11.03776      19.83266
     -11.03376      19.86585
     -11.03076      19.89476
     -11.02676      19.91931
     -11.02276      19.93959
     -11.01876      19.95590
     -11.01476      19.96864
     -11.01076      19.97831
     -11.00676      19.98543
     -11.00376      19.99053
     -10.99976      19.99406
     -10.99576      19.99644
     -10.99176      19.99800
     -10.98776      19.99898
     -10.98376      19.99958
     -10.97976      19.99994
     -10.97676      20.00015
     -10.97276      20.00026
     -10.96876      20.00033
     -10.96476      20.00036
     -10.96076      20.00038
     -10.95676      20.00039
     -10.95376      20.00039
     -10.94976      20.00039
     -10.94576      20.00039
     -10.94176      20.00039
     -10.93776      20.00039
     -10.93376      20.00039
     -10.92976      20.00039
     -10.92676      20.00039
     -10.92276      20.00039
     -10.91876      20.00039
     -10.91476      20.00039
     -10.91076      20.00039
     -10.90676      20.00039
     -10.90276      20.00039
     -10.89976      20.00039
     -10.89576      20.00039
     -10.89176      20.00039
     -10.88776      20.00039
     -10.88376      20.00039
     -10.87976      20.00039
     -10.87576      20.00039
     -10.87276      20.00039
     -10.86876      20.00039
     -10.86476      20.00039
     -10.86076      20.00039
     -10.85676      20.00039
     -10.85276      20.00039
     -10.84976      20.00039
     -10.84576      20.00039
     -10.84176      20.00039
     -10.83776      20.00039
     -10.83376      20.00039
     -10.82976      20.00039
     -10.82576      20.00039
     -10.82276      20.00039
     -10.81876      20.00039
     -10.81476      20.00039
     -10.81076      20.00039
     -10.80676      20.00039
     -10.80276      20.00039
     -10.79876      20.00039
     -10.79576      20.00039
     -10.79176      20.00039
     -10.78776      20.00039
     -10.78376      20.00039
     -10.77976      20.00039
     -10.77576      20.00039
     -10.77276      20.00039
     -10.76876      20.00039
     -10.76476      20.00039
     -10.76076      20.00039
     -10.75676      20.00039
     -10.75276      20.00039
     -10.74876      20.00039
     -10.74576      20.00039
     -10.74176      20.00039
     -10.73776      20.00039
     -10.73376      20.00039
     -10.72976      20.00039
     -10.72576      20.00039
     -10.72176      20.00039
     -10.71876      20.00039
     -10.71476      20.00039
     -10.71076      20.00039
     -10.70676      20.00039
     -10.70276      20.00039
     -10.69876      20.00039
     -10.69476      20.00039
     -10.69176      20.00039
     -10.68776      20.00039
     -10.68376      20.00039
     -10.67976      20.00039
     -10.67576      20.00039
     -10.67176      20.00039
     -10.66876      20.00039
     -10.66476      20.00039
     -10.66076      20.00039
     -10.65676      20.00039
     -10.65276      20.00039
     -10.64876      20.00039
     -10.64476      20.00039
     -10.64176      20.00039
     -10.63776      20.00039
     -10.63376      20.00039
     -10.62976      20.00039
     -10.62576      20.00039
     -10.62176      20.00039
     -10.61776      20.00039
     -10.61476      20.00039
     -10.61076      20.00039
     -10.60676      20.00039
     -10.60276      20.00039
     -10.59876      20.00039
     -10.59476      20.00039
     -10.59076      20.00039
     -10.58776      20.00039
     -10.58376      20.00039
     -10.57976      20.00039
     -10.57576      20.00039
     -10.57176      20.00039
     -10.56776      20.00039
     -10.56476      20.00039
     -10.56076      20.00039
     -10.55676      20.00039
     -10.55276      20.00039
     -10.54876      20.00039
     -10.54476      20.00039
     -10.54076      20.00039
     -10.53776      20.00039
     -10.53376      20.00039
     -10.52976      20.00039
     -10.52576      20.00039
     -10.52176      20.00039
     -10.51776      20.00039
     -10.51376      20.00039
     -10.51076      20.00039
     -10.50676      20.00039
     -10.50276      20.00039
     -10.49876      20.00039
     -10.49476      20.00039
     -10.49076      20.00039
     -10.48676      20.00039
     -10.48376      20.00039
     -10.47976      20.00039
     -10.47576      20.00039
     -10.47176      20.00039
     -10.46776      20.00039
     -10.46376      20.00039
     -10.46076      20.00039
     -10.45676      20.00039
     -10.45276      20.00039
     -10.44876      20.00039
     -10.44476      20.00039
     -10.44076      20.00039
     -10.43676      20.00039
     -10.43376      20.00039
     -10.42976      20.00039
     -10.42576      20.00039
     -10.42176      20.00039
     -10.41776      20.00039
     -10.41376      20.00039
     -10.40976      20.00039
     -10.40676      20.00039
     -10.40276      20.00039
     -10.39876      20.00039
     -10.39476      20.00039
     -10.39076      20.00039
     -10.38676      20.00039
     -10.38276      20.00039
     -10.37976      20.00039
     -10.37576      20.00039
     -10.37176      20.00039
     -10.36776      20.00039
     -10.36376      20.00039
     -10.35976      20.00039
     -10.35676      20.00039
     -10.35276      20.00039
     -10.34876      20.00039
     -10.34476      20.00039
     -10.34076      20.00039
     -10.33676      20.00039
     -10.33276      20.00039
     -10.32976      20.00039
     -10.32576      20.00039
     -10.32176      20.00039
     -10.31776      20.00039
     -10.31376      20.00039
     -10.30976      20.00039
     -10.30576      20.00039
     -10.30276      20.00039
     -10.29876      20.00039
     -10.29476      20.00039
     -10.29076      20.00039
     -10.28676      20.00039
     -10.28276      20.00039
     -10.27876      20.00039
     -10.27576      20.00039
     -10.27176      20.00039
     -10.26776      20.00039
     -10.26376      20.00039
     -10.25976      20.00039
     -10.25576      20.00039
     -10.25276      20.00039
     -10.24876      20.00039
     -10.24476      20.00039
     -10.24076      20.00039
     -10.23676      20.00039
     -10.23276      20.00039
     -10.22876      20.00039
     -10.22576      20.00039
     -10.22176      20.00039
     -10.21776      20.00039
     -10.21376      20.00039
     -10.20976      20.00039
     -10.20576      20.00039
     -10.20176      20.00039
     -10.19876      20.00039
     -10.19476      20.00039
     -10.19076      20.00039
     -10.18676      20.00039
     -10.18276      20.00039
     -10.17876      20.00039
     -10.17576      20.00039
     -10.17176      20.00039
     -10.16776      20.00039
     -10.16376      20.00039
     -10.15976      20.00039
     -10.15576      20.00039
     -10.15176      20.00039
     -10.14876      20.00039
     -10.14476      20.00039
     -10.14076      20.00039
     -10.13676      20.00039
     -10.13276      20.00039
     -10.12876      20.00039
     -10.12476      20.00039
     -10.12176      20.00039
     -10.11776      20.00039
     -10.11376      20.00039
     -10.10976      20.00039
     -10.10576      20.00039
     -10.10176      20.00039
     -10.09776      20.00039
     -10.09476      20.00039
     -10.09076      20.00039
     -10.08676      20.00039
     -10.08276      20.00039
     -10.07876      20.00039
     -10.07476      20.00039
     -10.07176      20.00039
     -10.06776      20.00039
     -10.06376      20.00039
     -10.05976      20.00039
     -10.05576      20.00039
     -10.05176      20.00039
     -10.04776      20.00039
     -10.04476      20.00039
     -10.04076      20.00039
     -10.03676      20.00039
     -10.03276      20.00039
     -10.02876      20.00039
     -10.02476      20.00039
     -10.02076      20.00039
     -10.01776      20.00039
     -10.01376      20.00039
     -10.00976      20.00039
     -10.00576      20.00039
     -10.00176      20.00039
      -9.99776      20.00039
      -9.99376      20.00039
      -9.99076      20.00039
      -9.98676      20.00039
      -9.98276      20.00039
      -9.97876      20.00039
      -9.97476      20.00039
      -9.97076      20.00039
      -9.96776      20.00039
      -9.96376      20.00039
      -9.95976      20.00039
      -9.95576      20.00039
      -9.95176      20.00039
      -9.94776      20.00039
      -9.94376      20.00039
      -9.94076      20.00039
      -9.93676      20.00039
      -9.93276      20.00039
      -9.92876      20.00039
      -9.92476      20.00039
      -9.92076      20.00039
      -9.91676      20.00039
      -9.91376      20.00039
      -9.90976      20.00039
      -9.90576      20.00039
      -9.90176      20.00039
      -9.89776      20.00039
      -9.89376      20.00039
      -9.88976      20.00039
      -9.88676      20.00039
      -9.88276      20.00039
      -9.87876      20.00039
      -9.87476      20.00039
      -9.87076      20.00039
      -9.86676      20.00039
      -9.86376      20.00039
      -9.85976      20.00039
      -9.85576      20.00039
      -9.85176      20.00039
      -9.84776      20.00039
      -9.84376      20.00039
      -9.83976      20.00039
      -9.83676      20.00039
      -9.83276      20.00039
      -9.82876      20.00039
      -9.82476      20.00039
      -9.82076      20.00039
      -9.81676      20.00039
      -9.81276      20.00039
      -9.80976      20.00039
      -9.80576      20.00039
      -9.80176      20.00039
      -9.79776      20.00039
      -9.79376      20.00039
      -9.78976      20.00039
      -9.78576      20.00039
      -9.78276      20.00039
      -9.77876      20.00039
      -9.77476      20.00039
      -9.77076      20.00039
      -9.76676      20.00039
      -9.76276      20.00039
      -9.75976      20.00039
      -9.75576      20.00039
      -9.75176      20.00039
      -9.74776      20.00039
      -9.74376      20.00039
      -9.73976      20.00039
      -9.73576      20.00039
      -9.73276      20.00039
      -9.72876      20.00039
      -9.72476      20.00039
      -9.72076      20.00039
      -9.71676      20.00039
      -9.71276      20.00039
      -9.70876      20.00039
      -9.70576      20.00039
      -9.70176      20.00039
      -9.69776      20.00039
      -9.69376      20.00039
      -9.68976      20.00039
      -9.68576      20.00039
      -9.68176      20.00039
      -9.67876      20.00039
      -9.67476      20.00039
      -9.67076      20.00039
      -9.66676      20.00039
      -9.66276      20.00039
      -9.65876      20.00039
      -9.65576      20.00039
      -9.65176      20.00039
      -9.64776      20.00039
      -9.64376      20.00039
      -9.63976      20.00039
      -9.63576      20.00039
      -9.63176      20.00039
      -9.62876      20.00039
      -9.62476      20.00039
      -9.62076      20.00039
      -9.61676      20.00039
      -9.61276      20.00039
      -9.60876      20.00039
      -9.60476      20.00039
      -9.60176      20.00039
      -9.59776      20.00039
      -9.59376      20.00039
      -9.58976      20.00039
      -9.58576      20.00039
      -9.58176      20.00039
      -9.57876      20.00039
      -9.57476      20.00039
      -9.57076      20.00039
      -9.56676      20.00039
      -9.56276      20.00039
      -9.55876      20.00039
      -9.55476      20.00039
      -9.55176      20.00039
      -9.54776      20.00039
      -9.54376      20.00039
      -9.53976      20.00039
      -9.53576      20.00039
      -9.53176      20.00039
      -9.52776      20.00039
      -9.52476      20.00039
      -9.52076      20.00039
      -9.51676      20.00039
      -9.51276      20.00039
      -9.50876      20.00039
      -9.50476      20.00039
      -9.50076      20.00039
      -9.49776      20.00039
      -9.49376      20.00039
      -9.48976      20.00039
      -9.48576      20.00039
      -9.48176      20.00039
      -9.47776      20.00039
      -9.47476      20.00039
      -9.47076      20.00039
      -9.46676      20.00039
      -9.46276      20.00039
      -9.45876      20.00039
      -9.45476      20.00039
