 #  energy  real  imag
  0.000000000000000E+000   2.000000      0.0000000E+00
  6.666666666666666E-004   2.000000      0.0000000E+00
  1.333333333333333E-003   2.000000      0.0000000E+00
  2.000000000000000E-003   2.000000      0.0000000E+00
  2.666666666666667E-003   2.000000      0.0000000E+00
  3.333333333333334E-003   2.000000      0.0000000E+00
  4.000000000000000E-003   2.000000      0.0000000E+00
  4.666666666666667E-003   2.000000      0.0000000E+00
  5.333333333333333E-003   2.000000      0.0000000E+00
  6.000000000000000E-003   2.000000      0.0000000E+00
  6.666666666666667E-003   2.000000      0.0000000E+00
  7.333333333333333E-003   2.000000      0.0000000E+00
  8.000000000000000E-003   2.000000      0.0000000E+00
  8.666666666666666E-003   2.000000      0.0000000E+00
  9.333333333333334E-003   2.000000      0.0000000E+00
  1.000000000000000E-002   2.000000      0.0000000E+00
  1.066666666666667E-002   2.000000      0.0000000E+00
  1.133333333333333E-002   2.000000      0.0000000E+00
  1.200000000000000E-002   2.000000      0.0000000E+00
  1.266666666666667E-002   2.000000      0.0000000E+00
  1.333333333333333E-002   2.000000      0.0000000E+00
  1.400000000000000E-002   2.000000      0.0000000E+00
  1.466666666666667E-002   2.000000      0.0000000E+00
  1.533333333333333E-002   2.000000      0.0000000E+00
  1.600000000000000E-002   2.000000      0.0000000E+00
  1.666666666666667E-002   2.000000      0.0000000E+00
  1.733333333333333E-002   2.000000      0.0000000E+00
  1.800000000000000E-002   2.000000      0.0000000E+00
  1.866666666666667E-002   2.000000      0.0000000E+00
  1.933333333333333E-002   2.000000      0.0000000E+00
  2.000000000000000E-002   2.000000      0.0000000E+00
  2.066666666666667E-002   2.000000      0.0000000E+00
  2.133333333333333E-002   2.000000      0.0000000E+00
  2.200000000000000E-002   2.000000      0.0000000E+00
  2.266666666666667E-002   2.000000      0.0000000E+00
  2.333333333333333E-002   2.000000      0.0000000E+00
  2.400000000000000E-002   2.000000      0.0000000E+00
  2.466666666666667E-002   2.000000      0.0000000E+00
  2.533333333333333E-002   2.000000      0.0000000E+00
  2.600000000000000E-002   2.000000      0.0000000E+00
  2.666666666666667E-002   2.000000      0.0000000E+00
  2.733333333333333E-002   2.000000      0.0000000E+00
  2.800000000000000E-002   2.000000      0.0000000E+00
  2.866666666666667E-002   2.000000      0.0000000E+00
  2.933333333333333E-002   2.000000      0.0000000E+00
  3.000000000000000E-002   2.000000      0.0000000E+00
  3.066666666666666E-002   2.000000      0.0000000E+00
  3.133333333333333E-002   2.000000      0.0000000E+00
  3.200000000000000E-002   2.000000      0.0000000E+00
  3.266666666666666E-002   2.000000      0.0000000E+00
  3.333333333333333E-002   2.000000      0.0000000E+00
  3.400000000000000E-002   2.000000      0.0000000E+00
  3.466666666666667E-002   2.000000      0.0000000E+00
  3.533333333333333E-002   2.000000      0.0000000E+00
  3.600000000000000E-002   2.000000      0.0000000E+00
  3.666666666666667E-002   2.000000      0.0000000E+00
  3.733333333333334E-002   2.000000      0.0000000E+00
  3.800000000000000E-002   2.000000      0.0000000E+00
  3.866666666666667E-002   2.000000      0.0000000E+00
  3.933333333333333E-002   2.000000      0.0000000E+00
  4.000000000000000E-002   2.000000      0.0000000E+00
  4.066666666666666E-002   2.000000      0.0000000E+00
  4.133333333333333E-002   2.000000      0.0000000E+00
  4.200000000000000E-002   2.000000      0.0000000E+00
  4.266666666666667E-002   2.000000      0.0000000E+00
  4.333333333333333E-002   2.000000      0.0000000E+00
  4.400000000000000E-002   2.000000      0.0000000E+00
  4.466666666666667E-002   2.000000      0.0000000E+00
  4.533333333333334E-002   2.000000      0.0000000E+00
  4.600000000000000E-002   2.000000      0.0000000E+00
  4.666666666666667E-002   2.000000      0.0000000E+00
  4.733333333333333E-002   2.000000      0.0000000E+00
  4.800000000000000E-002   2.000000      0.0000000E+00
  4.866666666666666E-002   2.000000      0.0000000E+00
  4.933333333333333E-002   2.000000      0.0000000E+00
  5.000000000000000E-002   2.000000      0.0000000E+00
  5.066666666666667E-002   2.000000      0.0000000E+00
  5.133333333333333E-002   2.000000      0.0000000E+00
  5.200000000000000E-002   2.000000      0.0000000E+00
